id,itemTime,1,2,3,4,correct,type,sentence
A2J5DN5UMU0A3Z:3ATPCQ38J9IZ1I29AAK9K3370CEAYR,1419456217892,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A2J5DN5UMU0A3Z:3ATPCQ38J9IZ1I29AAK9K3370CEAYR,1419456224725,0,0.0,0.0,-4.0,False,control,The letter is not connected to more than 3 of the rectangles.
A2J5DN5UMU0A3Z:3ATPCQ38J9IZ1I29AAK9K3370CEAYR,1419456234213,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
A2J5DN5UMU0A3Z:3ATPCQ38J9IZ1I29AAK9K3370CEAYR,1419456239398,0,0.0,-3.0,,False,critical,The bell is connected to some of the triangles.
A2J5DN5UMU0A3Z:3ATPCQ38J9IZ1I29AAK9K3370CEAYR,1419456247158,0,0.0,0.0,-4.0,False,control,There are no connections from the circles to the scissors.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458215157,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458227519,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458244632,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458255468,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458261521,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458265289,1,,,,True,control,There are more than three rectangles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458271154,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A2NFKOH8HAAL1P:3MAOD8E57RIHLW6OEI3CNVGYXDJNXI,1419458278974,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455883096,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455897077,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455926714,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455935190,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455947782,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455961786,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455969706,1,,,,True,control,There are more than three triangles.
A2PXJTMWGUE5DC:3FE2ERCCZYGUU849T6T887U0LOEPOA,1419455977837,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455828512,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455840039,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455855654,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455863582,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455872179,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455879710,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455889252,0,0.0,0.0,-4.0,False,control,There are more than three rectangles.
A2QPB42Q1XO8GZ:3V0Z7YWSIZ8TSLC0SK4A7MGF67JV2V,1419455897284,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455870788,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455910004,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455921504,-1,,,,False,control,There are no connections from the triangles to the bell.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455929327,1,,,,True,control,There are more than three circles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455936427,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455946390,0,-2.0,,,False,control,The letter is connected to more than half of the rectangles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455968430,0,0.0,-3.0,,False,control,The bell is not connected to more than 3 of the triangles.
A2V3P1XE33NYC3:3G0WWMR1UWSXCZ5CS48KTNK50AWQNO,1419455981140,0,0.0,0.0,-4.0,False,critical,The bell is connected to some of the triangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455886119,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455897258,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455915607,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455925363,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455931467,1,,,,True,control,There are more than three rectangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455940609,0,0.0,0.0,-4.0,False,control,There are no connections from the circles to the scissors.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455945698,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A2Y5DDEPG81LLJ:3MTMREQS4WQVCD79V92LZ6IRP4EAWS,1419455956201,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456018646,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456030223,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456040286,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456044382,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456052887,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456065551,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456068270,1,,,,True,control,There are more than three circles.
A37EV8RZ82WT8E:3OCHAWUVGPSGDQLLH5BWV3ZU3IDXKM,1419456076950,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455777929,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455786642,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455795090,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455797481,1,,,,True,control,There are more than three triangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455802938,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455812338,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455816421,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A38DC3BG1ZCVZ2:33C7UALJVM6OSOYR1NTMAPM233581N,1419455819801,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456487556,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456493700,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456505322,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456508108,1,,,,True,control,There are more than three triangles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456516322,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456521036,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456529312,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A3ASF4ZVP6BUGO:3PWWM24LHT6VH9GNKRT0F8W7V9J824,1419456535962,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455805550,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455814543,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455830727,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455838773,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455842878,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455846318,1,,,,True,control,There are more than three circles.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455852734,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
A3F52KE1584441:3A7Y0R2P2PWL26F3ZKBKUOZHOTDXJN,1419455858662,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455883675,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455932000,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455954215,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455959444,1,,,,True,control,There are more than three triangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455970492,0,0.0,0.0,-4.0,False,control,The letter is not connected to more than 3 of the rectangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455980580,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419455991985,0,0.0,0.0,-4.0,False,control,There are no connections from the triangles to the bell.
A3FAH5S2RGZ5AK:34J10VATJG65YYULVOVSOFOOEB2IQ0,1419456003039,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455864680,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455875096,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455896752,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455902275,1,,,,True,control,There are more than three circles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455915948,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455924171,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455933211,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A3HTLXAPOBCVVO:3MHW492WW1LJZPGT22NUMVUDCC0MVD,1419455939715,0,0.0,-3.0,,False,control,There are no connections from the rectangles to the letter.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430417405,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430455279,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430471286,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430481961,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430489405,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430497709,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430515097,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A3QLGMZOLGMBQ1:39LNWE0K4V4XQR12CXFXYGLDHWZIUW,1419430527476,1,,,,True,control,There are more than three triangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455816515,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455825617,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455844676,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455857952,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455872211,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455878665,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455889105,1,,,,True,control,There are more than three circles.
A3RMV9ZGFJ0HHF:32N49TQG3HQIXO745ZXPD4ZDIVCAVI,1419455899580,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430389481,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430400312,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430414353,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430418798,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430423428,1,,,,True,control,There are more than three triangles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430433209,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430437887,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A3U74S280Z4B0:39GXDJN2OUM4E0EP81DBHDTIS748V4,1419430445330,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419455964661,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419455983920,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419455995188,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419456006832,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419456036548,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419456044091,1,,,,True,control,There are more than three triangles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419456054991,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
A3VP27UUQ34OXK:3URFVVM166QJLHQCC13JYBO3D99UZD,1419456068769,0,2.0,,,True,control,There are no connections from the rectangles to the letter.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430352978,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430363088,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430370988,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430377016,0,0.0,0.0,-4.0,False,control,There are more than three rectangles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430383466,0,0.0,0.0,-4.0,False,control,The bell is not connected to more than 3 of the triangles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430387980,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430392997,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A8L450UGY77XB:3DUZQ9U6SNWMXKTYMZJGY4TJ41ASVN,1419430398396,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455825525,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455836917,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455849466,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455856084,0,0.0,0.0,-4.0,False,control,There are more than three rectangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455864985,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455876641,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455883025,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A9KLWB70I12U7:39GAF6DQWS8M30U49G4W236AE15V1E,1419455895622,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456761628,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456781025,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456789825,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456796092,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456800177,0,2.0,,,True,control,There are no connections from the circles to the scissors.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456803545,0,-2.0,,,False,control,There are more than three triangles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456810442,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
AAXYYH9MI3PJM:3BXQMRHWK06JMARTXCDPQ9SUY5RMUO,1419456813601,0,2.0,,,True,critical,The bell is connected to some of the triangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419456711337,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457342193,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457351257,0,2.0,,,True,control,There are no connections from the rectangles to the letter.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457361889,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457372882,0,2.0,,,True,critical,The bell is connected to some of the triangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457382090,1,,,,True,control,There are more than three triangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457397034,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
AD1WGUMVD6KED:3WMOAN2SRC5PH71TE32UZAJDH2BNVF,1419457703394,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456229382,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456253242,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456268489,1,,,,True,control,There are more than three circles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456276349,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456283551,0,2.0,,,True,control,There are no connections from the circles to the scissors.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456291704,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456302587,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
AECIP6RO3TXXW:3OE22WJIGJWA7PPLP5K67ICZ86PQUG,1419456310553,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456099451,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456109099,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456122531,0,2.0,,,True,control,There are no connections from the circles to the scissors.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456126231,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456130231,1,,,,True,control,There are more than three triangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456137051,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456145914,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
AJ34WB9Z37ILU:3MRNMEIQW6EDZQYMB5MLGW9HC07LDC,1419456150633,0,2.0,,,True,critical,The bell is connected to some of the triangles.
